Gene,Expression,Age,Class,MainType,ClusterName,Subclass
Srrm3,1.3061224489795917,12.5,Neuron,Neurons,Neur603,Hindbrain glycinergic
Srrm3,0.9618320610687023,15.0,Neuron,Neurons,Neur604,Hindbrain glycinergic
Srrm3,0.7629179331306991,15.0,Neuron,Neurons,Neur605,Hindbrain glycinergic
Srrm3,0.618421052631579,17.0,Neuron,Neurons,Neur606,Spinal cord glycinergic
Srrm3,0.7123287671232876,16.5,Neuron,Neurons,Neur607,Spinal cord glycinergic
Srrm3,0.35398230088495575,17.0,Neuron,Neurons,Neur608,Hindbrain GABAergic
Srrm3,0.5494505494505495,12.0,Neuron,Neurons,Neur609,Hindbrain GABAergic
Srrm3,0.9571984435797666,15.0,Neuron,Neurons,Neur610,Hindbrain GABAergic
Srrm3,0.9367588932806324,14.5,Neuron,Neurons,Neur611,Hindbrain GABAergic
Srrm3,0.8176943699731903,10.0,Neuron,Neurons,Neur612,Hindbrain glycinergic
Srrm3,0.576271186440678,16.5,Neuron,Neurons,Neur615,Hindbrain GABAergic
Srrm3,0.7072368421052632,16.5,Neuron,Neurons,Neur616,Hindbrain GABAergic
Srrm3,0.7914438502673797,10.0,Neuron,Neurons,Neur617,Hindbrain glycinergic
Srrm3,0.7083333333333334,14.0,Neuron,Neurons,Neur618,Hindbrain GABAergic
Srrm3,1.0509915014164306,12.5,Neuron,Neurons,Neur619,Hindbrain GABAergic
Srrm3,0.7605633802816901,15.0,Neuron,Neurons,Neur620,Hindbrain glycinergic
Srrm3,0.7333333333333333,14.5,Neuron,Neurons,Neur621,Hindbrain glycinergic
Srrm3,0.84,12.5,Neuron,Neurons,Neur622,Hindbrain glycinergic
Srrm3,0.9690721649484536,15.0,Neuron,Neurons,Neur623,Spinal cord glutamatergic
Srrm3,0.7647058823529411,17.0,Neuron,Neurons,Neur627,Hindbrain glutamatergic
Srrm3,1.064102564102564,14.5,Neuron,Neurons,Neur628,Hindbrain glutamatergic
Srrm3,0.8672985781990521,14.5,Neuron,Neurons,Neur629,Hindbrain glutamatergic
Srrm3,0.8461538461538461,16.5,Neuron,Neurons,Neur630,Hindbrain glutamatergic
Srrm3,0.8874172185430463,10.0,Neuron,Neurons,Neur631,Hindbrain glutamatergic
Srrm3,1.0267379679144386,12.5,Neuron,Neurons,Neur632,Hindbrain glutamatergic
Srrm3,1.0616740088105727,18.0,Neuron,Neurons,Neur633,Hindbrain glutamatergic
Srrm3,0.7168367346938775,16.5,Neuron,Neurons,Neur634,Hindbrain glutamatergic
Srrm3,0.8920863309352518,12.5,Neuron,Neurons,Neur635,Hindbrain glutamatergic
Srrm3,0.96,12.5,Neuron,Neurons,Neur636,Hindbrain glutamatergic
Srrm3,1.101010101010101,12.5,Neuron,Neurons,Neur637,Hindbrain glutamatergic
Srrm3,1.1545454545454545,10.0,Neuron,Neurons,Neur638,Hindbrain glutamatergic
Srrm3,1.0324675324675325,12.5,Neuron,Neurons,Neur639,Hindbrain glutamatergic
Srrm3,0.922509225092251,10.0,Neuron,Neurons,Neur640,Hindbrain glutamatergic
Srrm3,1.030612244897959,17.5,Neuron,Neurons,Neur641,Hindbrain glutamatergic
Srrm3,0.735593220338983,15.0,Neuron,Neurons,Neur642,Hindbrain glutamatergic
Srrm3,0.7857142857142857,14.0,Neuron,Neurons,Neur643,Hindbrain glutamatergic
Srrm3,0.8758620689655172,10.0,Neuron,Neurons,Neur645,Hindbrain glutamatergic
Srrm3,0.7230769230769231,13.5,Neuron,Neurons,Neur646,Hindbrain glutamatergic
Srrm3,0.36,14.0,Neuron,Neurons,Neur647,Hypothalamus glutamatergic
Srrm3,0.4945652173913043,14.0,Neuron,Neurons,Neur648,Hypothalamus glutamatergic
Srrm3,0.4516971279373368,16.5,Neuron,Neurons,Neur649,Hypothalamus glutamatergic
Srrm3,0.6698113207547169,17.5,Neuron,Neurons,Neur650,Hindbrain serotoninergic
Srrm3,0.7318181818181818,17.5,Neuron,Neurons,Neur652,Midbrain dopaminergic
Srrm3,0.6901408450704225,13.0,Neuron,Neurons,Neur653,Midbrain dopaminergic
Srrm3,1.247191011235955,18.0,Neuron,Neurons,Neur654,Midbrain glutamatergic
Srrm3,1.2241379310344827,14.0,Neuron,Neurons,Neur655,Midbrain glutamatergic
Srrm3,1.135135135135135,12.5,Neuron,Neurons,Neur656,Midbrain glutamatergic
Srrm3,1.1428571428571428,13.5,Neuron,Neurons,Neur657,Midbrain glutamatergic
Srrm3,0.852112676056338,15.0,Neuron,Neurons,Neur658,Midbrain glutamatergic
Srrm3,0.6991150442477876,10.0,Neuron,Neurons,Neur659,Midbrain glutamatergic
Srrm3,0.7275862068965517,15.0,Neuron,Neurons,Neur660,Midbrain glutamatergic
Srrm3,0.8846153846153846,10.0,Neuron,Neurons,Neur661,Midbrain glutamatergic
Srrm3,0.83,13.0,Neuron,Neurons,Neur662,Midbrain glutamatergic
Srrm3,0.7294685990338164,14.0,Neuron,Neurons,Neur663,Hypothalamus
Srrm3,0.7653631284916201,15.5,Neuron,Neurons,Neur664,Hypothalamus
Srrm3,0.7526881720430108,14.0,Neuron,Neurons,Neur665,Forebrain glutamatergic
Srrm3,0.6855670103092784,16.5,Neuron,Neurons,Neur666,Cajal-Retzius
Srrm3,0.5384615384615384,17.0,Neuron,Neurons,Neur667,Forebrain glutamatergic
Srrm3,0.5086206896551724,12.5,Neuron,Neurons,Neur669,Forebrain glutamatergic
Srrm3,0.47504621072088726,14.0,Neuron,Neurons,Neur670,Forebrain glutamatergic
Srrm3,0.4623287671232877,11.0,Neuron,Neurons,Neur671,Forebrain glutamatergic
Srrm3,0.5448851774530271,15.0,Neuron,Neurons,Neur672,Forebrain glutamatergic
Srrm3,0.4864864864864865,13.5,Neuron,Neurons,Neur673,Forebrain glutamatergic
Srrm3,0.9664804469273743,16.0,Neuron,Neurons,Neur677,Cajal-Retzius
Srrm3,0.9829059829059829,13.5,Neuron,Neurons,Neur678,Cajal-Retzius
Srrm3,0.5055762081784386,14.0,Neuron,Neurons,Neur680,Forebrain glutamatergic
Srrm3,0.5298013245033113,10.0,Neuron,Neurons,Neur681,Forebrain glutamatergic
Srrm3,0.56,12.5,Neuron,Neurons,Neur682,Forebrain glutamatergic
Srrm3,0.5789473684210527,14.0,Neuron,Neurons,Neur683,Forebrain glutamatergic
Srrm3,0.73568281938326,10.0,Neuron,Neurons,Neur684,Forebrain glutamatergic
Srrm3,0.5164835164835165,16.25,Neuron,Neurons,Neur685,Forebrain glutamatergic
Srrm3,0.5428571428571428,12.5,Neuron,Neurons,Neur687,Cajal-Retzius
Srrm3,0.375609756097561,12.5,Neuron,Neurons,Neur689,Forebrain glutamatergic
Srrm3,1.1428571428571428,12.0,Neuron,Neurons,Neur691,Hypothalamus
Srrm3,0.5384615384615384,18.0,Neuron,Neurons,Neur692,Hypothalamus
Srrm3,0.6595744680851063,14.0,Neuron,Neurons,Neur693,Hypothalamus
Srrm3,0.3991291727140784,10.0,Neuron,Neurons,Neur695,Hypothalamus
Srrm3,0.4875,15.0,Neuron,Neurons,Neur696,Hypothalamus
Srrm3,0.6470588235294118,12.0,Neuron,Neurons,Neur698,Hypothalamus
Srrm3,0.527027027027027,13.0,Neuron,Neurons,Neur699,Spinal cord glutamatergic
Srrm3,0.43820224719101125,17.5,Neuron,Neurons,Neur700,Spinal cord glutamatergic
Srrm3,0.48201438848920863,16.0,Neuron,Neurons,Neur701,Spinal cord glutamatergic
Srrm3,0.7286245353159851,12.0,Neuron,Neurons,Neur702,Midbrain glutamatergic
Srrm3,0.6666666666666666,11.0,Neuron,Neurons,Neur704,Midbrain glutamatergic
Srrm3,0.7642487046632125,12.0,Neuron,Neurons,Neur708,Midbrain glutamatergic
Srrm3,0.46099290780141844,12.0,Neuron,Neurons,Neur713,Midbrain glutamatergic
Srrm3,0.5409652076318743,13.0,Neuron,Neurons,Neur714,Midbrain glutamatergic
Srrm3,0.7518987341772152,15.5,Neuron,Neurons,Neur715,Forebrain glutamatergic
Srrm3,0.5529157667386609,17.0,Neuron,Neurons,Neur716,Forebrain glutamatergic
Srrm3,0.38926174496644295,15.5,Neuron,Neurons,Neur717,Forebrain glutamatergic
Srrm3,0.46048109965635736,16.5,Neuron,Neurons,Neur718,Forebrain glutamatergic
Srrm3,0.5481481481481482,13.0,Neuron,Neurons,Neur720,Forebrain glutamatergic
Srrm3,0.5945273631840796,12.5,Neuron,Neurons,Neur721,Forebrain glutamatergic
Srrm3,0.622478386167147,12.5,Neuron,Neurons,Neur722,Forebrain glutamatergic
Srrm3,0.7660910518053375,12.0,Neuron,Neurons,Neur723,Forebrain glutamatergic
Srrm3,0.6839080459770115,12.0,Neuron,Neurons,Neur724,Forebrain glutamatergic
Srrm3,0.8315789473684211,12.5,Neuron,Neurons,Neur725,Forebrain glutamatergic
Srrm3,0.5,12.0,Neuron,Neurons,Neur726,Mixed region
Srrm3,0.8214285714285714,12.0,Neuron,Neurons,Neur727,Mixed region glutamatergic
Srrm3,0.6896551724137931,16.25,Neuron,Neurons,Neur728,Mixed region and neurotransmitter
Srrm3,0.6759259259259259,12.5,Neuron,Neurons,Neur729,Mixed region and neurotransmitter
Srrm3,0.6431838975297347,16.25,Neuron,Neurons,Neur730,Mixed region and neurotransmitter
Srrm3,0.7314814814814815,16.25,Neuron,Neurons,Neur732,Mixed region glutamatergic
Srrm3,0.7488584474885844,11.0,Neuron,Neurons,Neur734,Mixed region glutamatergic
Srrm3,0.7344028520499108,11.0,Neuron,Neurons,Neur736,Mixed region GABAergic
Srrm3,0.5293393516618794,12.5,Neuron,Neurons,Neur737,Mixed region GABAergic
Srrm3,0.5170984455958549,16.25,Neuron,Neurons,Neur738,Mixed region GABAergic
Srrm3,0.523542600896861,10.0,Neuron,Neurons,Neur739,Mixed region GABAergic
Srrm3,0.4117647058823529,11.0,Neuron,Neurons,Neur741,Forebrain glutamatergic
Srrm3,0.525974025974026,12.0,Neuron,Neurons,Neur742,Forebrain glutamatergic
Srrm3,0.4807692307692308,11.0,Neuron,Neurons,Neur743,Mixed region glutamatergic
Srrm3,0.5416666666666666,10.0,Neuron,Neurons,Neur744,Forebrain glutamatergic
Srrm3,0.6013513513513513,11.0,Neuron,Neurons,Neur745,Forebrain glutamatergic
Srrm3,0.3202614379084967,14.0,Neuron,Neurons,Neur746,Forebrain GABAergic
Srrm3,0.40540540540540543,14.0,Neuron,Neurons,Neur747,Forebrain GABAergic
Srrm3,0.7931034482758621,14.5,Neuron,Neurons,Neur748,Forebrain GABAergic
Srrm3,0.6178343949044586,11.0,Neuron,Neurons,Neur751,Forebrain glutamatergic
Srrm3,1.0,14.0,Neuron,Neurons,Neur752,Mixed region glutamatergic
Srrm3,0.4744186046511628,12.0,Neuron,Neurons,Neur753,Forebrain glutamatergic
Srrm3,0.4476744186046512,14.0,Neuron,Neurons,Neur754,Forebrain glutamatergic
Srrm3,0.5972222222222222,15.5,Neuron,Neurons,Neur755,Hindbrain glycinergic
Srrm3,0.6363636363636364,14.5,Neuron,Neurons,Neur756,Hindbrain glycinergic
Srrm3,0.6048780487804878,13.0,Neuron,Neurons,Neur758,Spinal cord glycinergic
Srrm3,0.5225225225225225,14.5,Neuron,Neurons,Neur762,Cerebellum GABAergic
Srrm3,0.9540229885057471,11.0,Neuron,Neurons,Neur767,Posterior hindbrain glutamatergic
Srrm3,1.1616161616161615,14.5,Neuron,Neurons,Neur769,Motor neuron
Srrm3,1.7222222222222223,16.5,Neuron,Neurons,Neur771,Dorsal midbrain glutamatergic
Srrm3,1.3404255319148937,15.0,Neuron,Neurons,Neur772,Dorsal midbrain glutamatergic
Srrm3,1.9770114942528736,10.0,Neuron,Neurons,Neur773,Sensory neuron
Srrm3,1.9083333333333334,10.0,Neuron,Neurons,Neur774,Sensory neuron
Srrm3,1.6419753086419753,15.5,Neuron,Neurons,Neur775,Sensory neuron
Srrm3,0.5694444444444444,13.5,Neuron,Neurons,Neur776,Cerebellum glutamatergic
Srrm3,0.432,14.5,Neuron,Neurons,Neur777,Cerebellum glutamatergic
Srrm3,0.4746317512274959,13.5,Neuron,Neurons,Neur778,Cerebellum glutamatergic
Srrm3,0.34378769601930037,11.0,Neuron,Neurons,Neur779,Cerebellum glutamatergic
Srrm3,0.40425531914893614,13.5,Neuron,Neurons,Neur780,Cerebellum glutamatergic
Srrm3,0.3034188034188034,14.0,Neuron,Neurons,Neur781,Cerebellum glutamatergic
Srrm3,1.847457627118644,13.5,Neuron,Neurons,Neur783,Epithalamus glutamatergic
Srrm3,1.7719298245614035,12.5,Neuron,Neurons,Neur784,Epithalamus glutamatergic
Srrm3,1.423728813559322,14.5,Neuron,Neurons,Neur785,Epithalamus glutamatergic
Srrm3,1.5339805825242718,14.5,Neuron,Neurons,Neur786,Epithalamus glutamatergic
Srrm3,0.8689655172413793,15.5,Neuron,Neurons,Neur787,Epithalamus glutamatergic
Srrm3,0.757847533632287,12.5,Neuron,Neurons,Neur788,Epithalamus glutamatergic
Srrm3,1.2342857142857142,13.0,Neuron,Neurons,Neur789,Epithalamus glutamatergic
Srrm3,1.3714285714285714,11.0,Neuron,Neurons,Neur791,Epithalamus glutamatergic
Srrm3,0.9761092150170648,11.0,Neuron,Neurons,Neur792,Diencephalon glutamatergic
Srrm3,0.5804195804195804,16.5,Neuron,Neurons,Neur793,Diencephalon glutamatergic
Srrm3,0.5238095238095238,15.5,Neuron,Neurons,Neur794,Diencephalon glutamatergic
Srrm3,0.6842105263157895,11.0,Neuron,Neurons,Neur795,Diencephalon glutamatergic
Srrm3,0.3448275862068966,17.5,Neuron,Neurons,Neur796,Diencephalon glutamatergic
Srrm4,0.06813627254509018,13.0,Neural crest,Neurons,NeurCrest1,Neural crest
Srrm4,0.12244897959183673,16.5,Glioblast,Glioblasts,GblF1,Forebrain
Srrm4,0.12301587301587301,11.0,Glioblast,Glioblasts,GblF4,Forebrain
Srrm4,0.11171662125340599,11.0,Glioblast,Glioblasts,GblF5,Forebrain
Srrm4,0.031496062992125984,12.0,Glioblast,Glioblasts,GblF7,Forebrain
Srrm4,0.10619469026548672,13.0,Radial glia,Radial glia,RglDF1,Dorsal forebrain
Srrm4,0.575,12.0,Radial glia,Radial glia,RglDF2,Dorsal forebrain
Srrm4,0.3389830508474576,13.5,Radial glia,Radial glia,RglDF3,Dorsal forebrain
Srrm4,0.13129496402877697,16.5,Radial glia,Radial glia,RglDF4,Dorsal forebrain
Srrm4,0.1634980988593156,11.0,Radial glia,Radial glia,RglDF5,Dorsal forebrain
Srrm4,0.07305194805194805,11.0,Radial glia,Radial glia,RglDF6,Dorsal forebrain
Srrm4,0.06761565836298933,11.0,Radial glia,Radial glia,RglDF8,Dorsal forebrain
Srrm4,0.08608608608608609,16.25,Radial glia,Radial glia,RglDF9,Dorsal forebrain
Srrm4,0.1728515625,14.0,Radial glia,Radial glia,RglDF10,Dorsal forebrain
Srrm4,0.11267605633802817,13.5,Radial glia,Radial glia,RglDF11,Dorsal forebrain
Srrm4,0.1963855421686747,13.0,Radial glia,Radial glia,RglDF12,Dorsal forebrain
Srrm4,0.21699819168173598,16.25,Radial glia,Radial glia,RglDF14,Dorsal forebrain
Srrm4,0.6497890295358649,13.0,Radial glia,Radial glia,RglDF15,Dorsal forebrain
Srrm4,0.2231404958677686,17.0,Radial glia,Radial glia,RglCH1,Cortical hem
Srrm4,0.14185393258426968,13.0,Radial glia,Radial glia,RglMHB1,Midbrain-hindbrain boundary
Srrm4,0.14225941422594143,12.5,Radial glia,Radial glia,RglMHB2,Midbrain-hindbrain boundary
Srrm4,0.296875,12.0,Radial glia,Radial glia,RglMHB3,Midbrain-hindbrain boundary
Srrm4,0.13953488372093023,12.0,Radial glia,Radial glia,RglMHB4,Midbrain-hindbrain boundary
Srrm4,0.280437756497948,13.0,Radial glia,Radial glia,RglVM1,Ventral hindbrain
Srrm4,0.43945163747143945,13.0,Radial glia,Radial glia,RglVM2,Ventral midbrain
Srrm4,0.4792176039119804,13.5,Radial glia,Radial glia,RglDM1,Dorsal midbrain
Srrm4,0.6210680321872714,12.5,Radial glia,Radial glia,RglHRP,Hindbrain roof plate
Srrm4,0.4088937093275488,12.5,Radial glia,Radial glia,RglDH1,Dorsal hindbrain
Srrm4,0.27511490479317136,13.5,Radial glia,Radial glia,RglDH2,Dorsal hindbrain
Srrm4,0.4260355029585799,13.5,Radial glia,Radial glia,RglMBP,Midbrain basal plate
Srrm4,0.05555555555555555,12.5,Radial glia,Radial glia,RglMFP,Midbrain floor plate
Srrm4,0.10943396226415095,12.5,Radial glia,Radial glia,RglHFP,Hindbrain floor plate
Srrm4,0.03669724770642202,13.0,Radial glia,Radial glia,RglHypFP,Hypothalamic floor-plate like
Srrm4,0.0427807486631016,12.0,Radial glia,Radial glia,RglF1,Forebrain
Srrm4,0.13559322033898305,17.0,Radial glia,Radial glia,RglF2,Forebrain
Srrm4,0.28735632183908044,12.0,Radial glia,Radial glia,RglZLI,Zona limitans intrathalamica
Srrm4,0.301010101010101,12.5,Radial glia,Radial glia,RglRP,Roof plate
Srrm4,0.26242774566473986,12.5,Radial glia,Radial glia,RglCH2,Cortical hem
Srrm4,0.14697406340057637,8.0,Radial glia,Radial glia,RglACP,Anteromedial cerebral pole
Srrm4,0.21205597416576966,14.5,Radial glia,Radial glia,RglF3,Forebrain
Srrm4,0.13753468093539437,16.0,Radial glia,Radial glia,RglF5,Forebrain
Srrm4,0.17777777777777778,17.0,Radial glia,Radial glia,RglF7,Forebrain
Srrm4,0.30057803468208094,15.0,Radial glia,Radial glia,RglF8,Forebrain
Srrm4,0.08823529411764706,14.0,Radial glia,Radial glia,RglF9,Forebrain
Srrm4,0.4782608695652174,12.5,Radial glia,Radial glia,RglF10,Forebrain
Srrm4,0.17857142857142858,15.0,Radial glia,Radial glia,RglF11,Forebrain
Srrm4,0.513189448441247,16.0,Radial glia,Radial glia,RglF13,Forebrain
Srrm4,0.2814269535673839,14.0,Radial glia,Radial glia,RglF14,Forebrain
Srrm4,0.933240611961057,16.5,Radial glia,Radial glia,RglDD,Dorsal diencephalon
Srrm4,0.4744525547445255,17.5,Radial glia,Radial glia,RglH1,Mixed region
Srrm4,0.8789625360230547,15.5,Radial glia,Radial glia,RglM1,Midbrain
Srrm4,0.15263157894736842,10.0,Radial glia,Radial glia,RglM2,Midbrain
Srrm4,0.8397328881469115,15.0,Radial glia,Radial glia,RglM3,Midbrain
Srrm4,0.24087591240875914,15.5,Radial glia,Radial glia,RglM4,Midbrain
Srrm4,0.9984276729559748,14.0,Radial glia,Radial glia,RglH2,Mixed region
Srrm4,0.7236467236467237,16.0,Radial glia,Radial glia,RglH3,Hindbrain
Srrm4,0.34,10.0,Radial glia,Radial glia,RglH4,Hindbrain
Srrm4,0.11666666666666667,15.5,Radial glia,Radial glia,RglSC,Spinal cord
Srrm4,0.05670103092783505,13.0,Radial glia,Radial glia,RglEpen2,Ependymal-like
Srrm4,0.3333333333333333,17.0,Radial glia,Radial glia,RglEpen4,Ependymal-like
Srrm4,0.06756756756756757,15.0,Radial glia,Radial glia,RglEpen5,Ependymal-like
Srrm4,0.0,14.5,Radial glia,Radial glia,RglHyp1,Hypothalamus
Srrm4,0.014084507042253521,10.0,Radial glia,Radial glia,RglHyp2,Hypothalamus
Srrm4,0.0196078431372549,14.5,Radial glia,Radial glia,RglHyp3,Hypothalamus
Srrm4,0.15,12.5,Radial glia,Radial glia,RglHyp4,Hypothalamus
Srrm4,0.058823529411764705,14.0,Radial glia,Radial glia,RglMHB5,Late isthmic organizer
Srrm4,0.2894736842105263,15.5,Radial glia,Radial glia,RglMix1,Mixed region
Srrm4,0.13119533527696792,17.5,Radial glia,Radial glia,RglH5,Hindbrain
Srrm4,0.15328467153284672,12.0,Radial glia,Radial glia,RglDH3,Dorsal hindbrain
Srrm4,0.06164383561643835,14.5,Radial glia,Radial glia,RglDH4,Dorsal hindbrain
Srrm4,0.10638297872340426,11.0,Radial glia,Radial glia,RglDE1,Diencephalon
Srrm4,0.1875,17.5,Radial glia,Radial glia,RglDE2,Diencephalon
Srrm4,0.40217391304347827,13.0,Radial glia,Radial glia,RglDERP1,Diencephalic roof plate
Srrm4,0.0379746835443038,12.0,Radial glia,Radial glia,RglDERP2,Diencephalic roof plate
Srrm4,0.1729957805907173,13.0,Glioblast,Glioblasts,GblM1,Midbrain
Srrm4,0.04868913857677903,12.5,Glioblast,Glioblasts,GblM3,Midbrain
Srrm4,0.025454545454545455,15.0,Glioblast,Glioblasts,GblF8,Forebrain
Srrm4,0.075,12.5,Glioblast,Glioblasts,GblF9,Forebrain
Srrm4,0.012658227848101266,12.0,Glioblast,Glioblasts,GblF10,Forebrain
Srrm4,0.007326007326007326,13.0,Glioblast,Glioblasts,GblF11,Forebrain
Srrm4,0.0176678445229682,14.0,Glioblast,Glioblasts,GblF12,Forebrain
Srrm4,0.007352941176470588,13.0,Glioblast,Glioblasts,GblMix1,Mixed region
Srrm4,0.0196078431372549,12.0,Glioblast,Glioblasts,GblH1,Hindbrain
Srrm4,0.027160493827160494,14.5,Glioblast,Glioblasts,GblH2,Hindbrain
Srrm4,0.012121212121212121,14.0,Glioblast,Glioblasts,GblH3,Hindbrain
Srrm4,0.0,15.5,Glioblast,Glioblasts,GblH4,Hindbrain
Srrm4,0.06666666666666667,11.0,Glioblast,Glioblasts,GblH6,Hindbrain
Srrm4,0.2,12.5,Glioblast,OPCs,PreOPC1,PreOPC
Srrm4,0.1513157894736842,12.0,Glioblast,OPCs,PreOPC2,PreOPC
Srrm4,0.09734513274336283,13.5,Glioblast,OPCs,PreOPC3,PreOPC
Srrm4,0.03286384976525822,11.0,Glioblast,Glioblasts,GblO1,Mixed region
Srrm4,0.035961272475795295,12.0,Glioblast,Glioblasts,GblO2,Mixed region
Srrm4,0.1,14.0,Glioblast,OPCs,OPC1,Undefined
Srrm4,1.4,16.0,Oligodendrocyte,OPCs,OPC2,Undefined
Srrm4,0.0379746835443038,13.0,Oligodendrocyte,OPCs,OPC3,Oligodendrocyte precursor cell
Srrm4,0.03642384105960265,12.0,Oligodendrocyte,OPCs,OPC4,Oligodendrocyte precursor cell
Srrm4,0.04338394793926247,13.5,Oligodendrocyte,OPCs,OPC5,Oligodendrocyte precursor cell
Srrm4,0.06224066390041494,12.0,Oligodendrocyte,OPCs,OPC6,Oligodendrocyte precursor cell
Srrm4,0.05555555555555555,12.0,Oligodendrocyte,OPCs,OPC7,Oligodendrocyte precursor cell
Srrm4,1.219298245614035,17.0,Neuroblast,Neuroblasts,NblM1,Midbrain GABAergic
Srrm4,2.7803030303030303,15.5,Neuroblast,Neuroblasts,NblM3,Midbrain
Srrm4,2.0350877192982457,16.5,Neuroblast,Neuroblasts,NblM4,Midbrain
Srrm4,2.5689655172413794,13.0,Neuroblast,Neuroblasts,NblF1,Forebrain glutamatergic
Srrm4,3.073298429319372,15.5,Neuroblast,Neuroblasts,NblF2,Forebrain
Srrm4,2.193548387096774,14.0,Neuroblast,Neuroblasts,NblF3,Forebrain GABAergic
Srrm4,2.75,12.5,Neuroblast,Neuroblasts,NblF5,Forebrain GABAergic
Srrm4,2.1139240506329116,12.5,Neuroblast,Neuroblasts,NblF6,Forebrain GABAergic
Srrm4,3.3664596273291925,12.0,Neuroblast,Neuroblasts,NblMN1,Motor neuron
Srrm4,5.065420560747664,11.0,Neuroblast,Neuroblasts,NblMN2,Motor neuron
Srrm4,7.6158192090395485,16.5,Neuroblast,Neuroblasts,NblM5,Midbrain
Srrm4,7.184,12.0,Neuroblast,Neuroblasts,NblM6,Midbrain
Srrm4,7.3896103896103895,11.0,Neuroblast,Neuroblasts,NblM7,Midbrain
Srrm4,4.454810495626822,8.5,Neuroblast,Neuroblasts,NblMix2,Mixed region
Srrm4,3.7581967213114753,13.0,Neuroblast,Neuroblasts,NblH1,Hindbrain
Srrm4,3.8227684346701163,17.0,Neuroblast,Neuroblasts,NblM7,Midbrain
Srrm4,3.307017543859649,13.0,Neuroblast,Neuroblasts,NblM8,Midbrain
Srrm4,4.527472527472527,14.0,Neuroblast,Neuroblasts,NblM9,Midbrain
Srrm4,3.8716216216216215,12.5,Neuroblast,Neuroblasts,NblM10,Midbrain
Srrm4,6.341836734693878,14.5,Neuroblast,Neuroblasts,NblMix4,Mixed region
Srrm4,3.643478260869565,15.0,Neuroblast,Neuroblasts,NblH5,Hindbrain
Srrm4,6.922480620155039,8.5,Neuroblast,Neuroblasts,NblH6,Hindbrain
Srrm4,6.102564102564102,16.0,Neuroblast,Neuroblasts,NblH7,Hindbrain
Srrm4,5.564971751412429,12.5,Neuroblast,Neuroblasts,NblH8,Hindbrain
Srrm4,5.413333333333333,9.0,Neuroblast,Neuroblasts,NblH9,Hindbrain
Srrm4,4.169014084507042,14.5,Neuroblast,Neuroblasts,NblMix5,Mixed region
Srrm4,3.5921787709497206,16.0,Neuroblast,Neuroblasts,NblF8,Forebrain
Srrm4,3.772727272727273,15.0,Neuroblast,Neuroblasts,NblF10,Forebrain glutamatergic
Srrm4,5.242424242424242,13.0,Neuroblast,Neuroblasts,NblF11,Forebrain glutamatergic
Srrm4,2.744186046511628,15.5,Neuroblast,Neuroblasts,NblH10,Hindbrain
Srrm4,2.8,12.5,Neuroblast,Neuroblasts,NblMix6,Mixed region
Srrm4,1.7106918238993711,13.5,Neuroblast,Neuroblasts,NblH11,Hindbrain
Srrm4,3.1811023622047245,14.5,Neuroblast,Neuroblasts,NblMix7,Mixed region glutamatergic
Srrm4,3.4911242603550297,14.5,Neuroblast,Neuroblasts,NblM11,Midbrain glutamatergic
Srrm4,2.6619718309859155,14.0,Neuroblast,Neuroblasts,NblM12,Midbrain glutamatergic
Srrm4,3.367816091954023,12.5,Neuroblast,Neuroblasts,NblH14,Hindbrain
Srrm4,3.672268907563025,12.5,Neuroblast,Neuroblasts,NblH16,Hindbrain
Srrm4,4.716981132075472,16.0,Neuroblast,Neuroblasts,NblH17,Hindbrain
Srrm4,2.863157894736842,13.5,Neuroblast,Neuroblasts,NblF12,Forebrain
Srrm4,2.384,8.5,Neuroblast,Neuroblasts,NblSN1,Sensory neuron
Srrm4,0.7041420118343196,11.0,Undefined,Neuroblasts,NblSN4,Sensory neuron
Srrm4,4.953488372093023,8.5,Neuroblast,Neuroblasts,NblSN5,Sensory neuron
Srrm4,5.782608695652174,11.0,Neuroblast,Neuroblasts,NblSN8,Sensory neuron
Srrm4,1.5634517766497462,13.0,Neuroblast,Neuroblasts,Nbl387,Midbrain glutamatergic
Srrm4,2.1330049261083746,13.5,Neuroblast,Neuroblasts,Nbl388,Midbrain glutamatergic
Srrm4,2.5123456790123457,15.5,Neuroblast,Neuroblasts,Nbl389,Sensory neuron
Srrm4,0.644927536231884,13.0,Neuroblast,Neuroblasts,Nbl390,Midbrain glutamatergic
Srrm4,0.8421052631578947,13.5,Neuroblast,Neuroblasts,Nbl391,Midbrain glutamatergic
Srrm4,2.244343891402715,13.0,Neuroblast,Neuroblasts,Nbl392,Midbrain glutamatergic
Srrm4,1.550561797752809,14.5,Neuroblast,Neuroblasts,Nbl393,Hindbrain glutamatergic
Srrm4,1.803312629399586,12.5,Neuroblast,Neuroblasts,Nbl394,Hindbrain glutamatergic
